city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Orchard Park,NY,Sphere,2008-12-13,15:45:00,Saturday,13,12
Independence,MO,Circle,2008-12-13,11:35:00,Saturday,13,12
Indianapolis,IN,Disk,2008-12-13,09:00:00,Saturday,13,12
Killingworth,CT,Fireball,2008-12-13,02:30:00,Saturday,13,12
Pittsfield,MA,Triangle,2008-12-12,23:55:00,Friday,12,12
Huntington Beach,CA,Light,2008-12-12,23:30:00,Friday,12,12
Surfside Beach,SC,Light,2008-12-12,18:40:00,Friday,12,12
Waynesville,GA,Triangle,2008-12-12,06:15:00,Friday,12,12
Stockton,CA,Light,2008-12-12,01:00:00,Friday,12,12
Alexandria,LA,Circle,2008-12-11,18:40:00,Thursday,11,12
Jackson,MI,Triangle,2008-12-11,05:02:00,Thursday,11,12
Buffalo,NY,Triangle,2008-12-10,23:05:00,Wednesday,10,12
Harrisburg,PA,Fireball,2008-12-10,20:40:00,Wednesday,10,12
Edwardsville,IL,Oval,2008-12-10,20:25:00,Wednesday,10,12
Happy Valley,OR,Fireball,2008-12-10,19:25:00,Wednesday,10,12
Morehead,KY,Light,2008-12-10,18:01:00,Wednesday,10,12
Sun City,CA,Formation,2008-12-10,17:36:00,Wednesday,10,12
Amarillo,TX,Sphere,2008-12-10,06:15:00,Wednesday,10,12
Kensington/Olney,MD,Light,2008-12-09,06:42:00,Tuesday,9,12
Los Angeles,CA,Light,2008-12-09,05:35:00,Tuesday,9,12
Yorktown,VA,Sphere,2008-12-08,20:40:00,Monday,8,12
Virginia Beach,VA,Fireball,2008-12-08,05:00:00,Monday,8,12
Baltimore,MD,Light,2008-12-08,00:00:00,Monday,8,12
Medi,PA,Cigar,2008-12-07,23:00:00,Sunday,7,12
Takoma Park,MD,Formation,2008-12-07,23:00:00,Sunday,7,12
San Diego,CA,Light,2008-12-07,20:55:00,Sunday,7,12
Mount Vernon,MO,Light,2008-12-07,18:37:00,Sunday,7,12
Junction City,OR,Oval,2008-12-07,18:00:00,Sunday,7,12
Margate,FL,Oval,2008-12-07,17:00:00,Sunday,7,12
Rochester Hills,MI,Other,2008-12-07,12:30:00,Sunday,7,12
Dos Rios,CA,Other,2008-12-07,10:30:00,Sunday,7,12
Ocala,FL,Changing,2008-12-07,10:30:00,Sunday,7,12
Truckee (near Donner Lake),CA,Light,2008-12-06,23:32:00,Saturday,6,12
Dallas,TX,Light,2008-12-06,22:00:00,Saturday,6,12
Los Angeles,CA,Light,2008-12-06,22:00:00,Saturday,6,12
Ankeny,IA,Triangle,2008-12-06,22:00:00,Saturday,6,12
La Grande,OR,Circle,2008-12-06,21:56:00,Saturday,6,12
Hendersonville,NC,Light,2008-12-06,18:45:00,Saturday,6,12
Grover Beach,CA,Fireball,2008-12-06,17:40:00,Saturday,6,12
Maumelle,AR,Fireball,2008-12-06,17:30:00,Saturday,6,12
Rancho Palos Verdes,CA,Triangle,2008-12-06,17:30:00,Saturday,6,12
Rialto,CA,Circle,2008-12-06,15:00:00,Saturday,6,12
Lakeway,TX,Rectangle,2008-12-06,14:07:00,Saturday,6,12
Marana,AZ,Sphere,2008-12-06,08:45:00,Saturday,6,12
Huntington Beach,CA,Light,2008-12-06,03:15:00,Saturday,6,12
Austin,TX,Light,2008-12-05,23:00:00,Friday,5,12
Fort Collins,CO,Triangle,2008-12-05,20:30:00,Friday,5,12
Lodi,NJ,Formation,2008-12-05,09:55:00,Friday,5,12
Canby,OR,Sphere,2008-12-05,07:25:00,Friday,5,12
Tacoma,WA,Other,2008-12-05,06:10:00,Friday,5,12
Wilmington,NC,Triangle,2008-12-05,02:00:00,Friday,5,12
Prior Lake,MN,Sphere,2008-12-05,00:00:00,Friday,5,12
Marysville,WA,Other,2008-12-04,22:00:00,Thursday,4,12
Cheektowaga,NY,Light,2008-12-04,21:30:00,Thursday,4,12
New Britain,PA,Triangle,2008-12-04,20:00:00,Thursday,4,12
Astoria,OR,Sphere,2008-12-04,17:00:00,Thursday,4,12
Crane,OR,Oval,2008-12-04,17:00:00,Thursday,4,12
Norcross,GA,Rectangle,2008-12-04,14:00:00,Thursday,4,12
Avon Park,FL,Triangle,2008-12-04,04:45:00,Thursday,4,12
Westmoreland (5 miles NE of),CA,Formation,2008-12-04,02:30:00,Thursday,4,12
Elkview,WA,Other,2008-12-03,23:13:00,Wednesday,3,12
Rehoboth Beach,DE,Other,2008-12-03,21:30:00,Wednesday,3,12
Lebanon,OR,Circle,2008-12-03,19:15:00,Wednesday,3,12
Neville Island,PA,Light,2008-12-03,19:00:00,Wednesday,3,12
Lisbon,CT,Circle,2008-12-03,16:30:00,Wednesday,3,12
Lake Tapps,WA,Triangle,2008-12-03,14:03:00,Wednesday,3,12
Tucson,AZ,Sphere,2008-12-03,08:31:00,Wednesday,3,12
San Antonio,TX,Oval,2008-12-03,00:29:00,Wednesday,3,12
Huntington Beach,CA,Light,2008-12-02,21:15:00,Tuesday,2,12
Grand Rapids,MI,Triangle,2008-12-02,21:00:00,Tuesday,2,12
Brewerton,NY,Disk,2008-12-02,21:00:00,Tuesday,2,12
Crown Point,IN,Triangle,2008-12-02,20:00:00,Tuesday,2,12
Tracy,CA,Light,2008-12-02,19:40:00,Tuesday,2,12
Schererville,IN,Triangle,2008-12-02,19:30:00,Tuesday,2,12
Davie/Plantation,FL,Fireball,2008-12-02,19:15:00,Tuesday,2,12
Plainfield,IN,Light,2008-12-02,19:00:00,Tuesday,2,12
Jackson/Clinton,MS,Other,2008-12-02,17:30:00,Tuesday,2,12
Denver,CO,Changing,2008-12-02,13:00:00,Tuesday,2,12
Oakland,PA,Disk,2008-12-02,12:40:00,Tuesday,2,12
Borrego Springs,CA,Disk,2008-12-02,02:00:00,Tuesday,2,12
Missouri City,TX,Oval,2008-12-01,22:15:00,Monday,1,12
Fort Myers,FL,Light,2008-12-01,21:40:00,Monday,1,12
Merritt Island,FL,Circle,2008-12-01,20:07:00,Monday,1,12
Brawley,CA,Changing,2008-12-01,19:00:00,Monday,1,12
Pine City,MN,Light,2008-12-01,07:15:00,Monday,1,12
San Marcos,CA,Light,2008-12-01,06:00:00,Monday,1,12
Fort Smith,AR,Light,2008-12-01,00:15:00,Monday,1,12
Anaheim,CA,Triangle,2009-01-31,22:00:00,Saturday,31,1
Canyon Lake,TX,Fireball,2009-01-31,21:25:00,Saturday,31,1
Wendell,ID,Light,2009-01-31,21:00:00,Saturday,31,1
Downey,CA,Sphere,2009-01-31,21:00:00,Saturday,31,1
Hackberry,LA,Other,2009-01-31,21:00:00,Saturday,31,1
Fort Wayne,IN,Circle,2009-01-31,18:40:00,Saturday,31,1
Huntington Beach,CA,Changing,2009-01-31,13:35:00,Saturday,31,1
Huntington Beach,CA,Sphere,2009-01-31,13:10:00,Saturday,31,1
West Monroe,LA,Sphere,2009-01-31,13:00:00,Saturday,31,1
St. Charles,MO,Other,2009-01-31,12:20:00,Saturday,31,1
Scottsbluff,NE,Changing,2009-01-31,10:30:00,Saturday,31,1
Elko,NV,Light,2009-01-31,10:15:00,Saturday,31,1
"Gladstone (near; hiway 56, mile marker 56)",NM,Light,2009-01-31,02:30:00,Saturday,31,1
Avilton (Frostburg),MD,Formation,2009-01-31,02:00:00,Saturday,31,1
Baker,LA,Light,2009-01-30,23:00:00,Friday,30,1
Marshes Siding,KY,Other,2009-01-30,21:00:00,Friday,30,1
Canton,TX,Light,2009-01-30,21:00:00,Friday,30,1
San Marcos,TX,Triangle,2009-01-30,20:04:00,Friday,30,1
Atlantic City,NJ,Triangle,2009-01-30,19:20:00,Friday,30,1
Frenchtown,MT,Disk,2009-01-30,19:00:00,Friday,30,1
Lacey,WA,Sphere,2009-01-30,13:20:00,Friday,30,1
San Diego,CA,Disk,2009-01-30,09:00:00,Friday,30,1
Mission Hills,CA,Light,2009-01-30,05:47:00,Friday,30,1
North Coventry,PA,Triangle,2009-01-29,23:45:00,Thursday,29,1
Whittier,CA,Fireball,2009-01-29,20:20:00,Thursday,29,1
Bloomfield,NJ,Formation,2009-01-29,20:01:00,Thursday,29,1
New Brunswick,NJ,Light,2009-01-29,20:00:00,Thursday,29,1
Eastland,TX,Light,2009-01-29,19:45:00,Thursday,29,1
Glastonbury,CT,Circle,2009-01-29,19:30:00,Thursday,29,1
Brownwood,TX,Triangle,2009-01-29,19:00:00,Thursday,29,1
Carrollton,TX,Circle,2009-01-29,06:30:00,Thursday,29,1
Wayne,ME,Light,2009-01-28,23:07:00,Wednesday,28,1
Averill Park,NY,Light,2009-01-28,23:00:00,Wednesday,28,1
Good Hope,IL,Fireball,2009-01-28,22:45:00,Wednesday,28,1
Appling,GA,Triangle,2009-01-28,22:00:00,Wednesday,28,1
Nassau,NY,Light,2009-01-28,20:00:00,Wednesday,28,1
Nampa,ID,Light,2009-01-28,18:00:00,Wednesday,28,1
Seal Beach,CA,Light,2009-01-28,17:45:00,Wednesday,28,1
Rohnert Park,CA,Disk,2009-01-28,17:35:00,Wednesday,28,1
Rio Rico,AZ,Cigar,2009-01-28,17:00:00,Wednesday,28,1
Alexandria,VA,Other,2009-01-28,13:45:00,Wednesday,28,1
Silsbee,TX,Light,2009-01-28,09:30:00,Wednesday,28,1
Newport,ME,Oval,2009-01-27,23:30:00,Tuesday,27,1
Bozrah,CT,Triangle,2009-01-27,20:30:00,Tuesday,27,1
Minneapolis,MN,Light,2009-01-27,19:00:00,Tuesday,27,1
West Jordan,UT,Disk,2009-01-27,14:53:00,Tuesday,27,1
Christiansburg,VA,Triangle,2009-01-27,06:00:00,Tuesday,27,1
Cedar Knolls,NJ,Circle,2009-01-26,20:50:00,Monday,26,1
Fort Walton Beach,FL,Triangle,2009-01-26,20:30:00,Monday,26,1
Lake Hopatcong,NJ,Light,2009-01-26,20:30:00,Monday,26,1
Randolph,NJ,Triangle,2009-01-26,20:20:00,Monday,26,1
West Paterson,NJ,Circle,2009-01-26,19:50:00,Monday,26,1
Scarsdale,NY,Disk,2009-01-26,19:30:00,Monday,26,1
West Shokan,NY,Fireball,2009-01-26,16:30:00,Monday,26,1
Owasso,OK,Triangle,2009-01-26,16:00:00,Monday,26,1
Santa Ana,CA,Light,2009-01-26,12:15:00,Monday,26,1
Yakima,WA,Other,2009-01-25,22:30:00,Sunday,25,1
North Miami Beach,FL,Oval,2009-01-25,19:00:00,Sunday,25,1
Webster Groves (St. Louis),MO,Other,2009-01-25,17:50:00,Sunday,25,1
Mesa,AZ,Light,2009-01-25,08:45:00,Sunday,25,1
Canton,OH,Light,2009-01-25,08:00:00,Sunday,25,1
Hayward,CA,Disk,2009-01-25,07:00:00,Sunday,25,1
Sylvania,AL,Circle,2009-01-25,01:00:00,Sunday,25,1
Corona,CA,Cigar,2009-01-25,00:00:00,Sunday,25,1
Morristown,NJ,Triangle,2009-01-24,22:30:00,Saturday,24,1
Fairless Hills,PA,Oval,2009-01-24,22:25:00,Saturday,24,1
Bruin,KY,Disk,2009-01-24,22:17:00,Saturday,24,1
Mass City,MI,Light,2009-01-24,21:50:00,Saturday,24,1
Pipe Creek,TX,Light,2009-01-24,21:00:00,Saturday,24,1
Sycamore,IL,Light,2009-01-24,20:00:00,Saturday,24,1
Lake City,MI,Triangle,2009-01-24,19:15:00,Saturday,24,1
Fairbanks,AK,Oval,2009-01-24,18:00:00,Saturday,24,1
Dixon,MO,Circle,2009-01-24,01:15:00,Saturday,24,1
Dixon,MO,Circle,2009-01-24,01:15:00,Saturday,24,1
Beatrice,NE,Disk,2009-01-24,00:30:00,Saturday,24,1
Kenner,LA,Light,2009-01-23,23:30:00,Friday,23,1
Fresno,CA,Triangle,2009-01-23,22:35:00,Friday,23,1
Boston,MA,Cigar,2009-01-23,22:00:00,Friday,23,1
Louisa,KY,Triangle,2009-01-23,21:45:00,Friday,23,1
San Antonio,TX,Light,2009-01-23,21:00:00,Friday,23,1
Lakeville,MA,Circle,2009-01-23,21:00:00,Friday,23,1
Kaufman County,TX,Light,2009-01-23,20:45:00,Friday,23,1
Copperas Cove,TX,Changing,2009-01-23,20:00:00,Friday,23,1
Eastsound,WA,Light,2009-01-23,19:45:00,Friday,23,1
Des Moines,IA,Oval,2009-01-23,19:00:00,Friday,23,1
Slidell,LA,Sphere,2009-01-23,19:00:00,Friday,23,1
Hightstown,NJ,Triangle,2009-01-23,11:38:00,Friday,23,1
Springfield,MA,Light,2009-01-23,09:00:00,Friday,23,1
Lafayette,LA,Formation,2009-01-23,08:55:00,Friday,23,1
Bloomington/Minneapolis,MN,Triangle,2009-01-23,07:15:00,Friday,23,1
Sharon,CT,Triangle,2009-01-23,05:20:00,Friday,23,1
Enola,PA,Triangle,2009-01-23,04:30:00,Friday,23,1
Sterling Heights,MI,Light,2009-01-23,01:30:00,Friday,23,1
Deltona,FL,Sphere,2009-01-23,00:55:00,Friday,23,1
Byhaila,MS,Light,2009-01-22,21:04:00,Thursday,22,1
Isle of Palms,SC,Flash,2009-01-22,21:00:00,Thursday,22,1
Dayton,OH,Other,2009-01-22,20:00:00,Thursday,22,1
Ocean Springs,MS,Light,2009-01-22,19:10:00,Thursday,22,1
Gautier,MS,Fireball,2009-01-22,18:45:00,Thursday,22,1
Tampa,FL,Oval,2009-01-22,13:15:00,Thursday,22,1
Nashville,TN,Triangle,2009-01-21,23:00:00,Wednesday,21,1
Hammonton,NJ,Circle,2009-01-21,23:00:00,Wednesday,21,1
Fortuna,CA,Triangle,2009-01-21,22:30:00,Wednesday,21,1
Dagsboro,DE,Changing,2009-01-21,20:45:00,Wednesday,21,1
Pueblo,CO,Sphere,2009-01-21,20:00:00,Wednesday,21,1
Oakland or Wanaque,NJ,Triangle,2009-01-21,19:15:00,Wednesday,21,1
Fresno,CA,Rectangle,2009-01-21,19:00:00,Wednesday,21,1
St. Louis Park,MN,Light,2009-01-21,18:57:00,Wednesday,21,1
Merton,WI,Light,2009-01-21,18:45:00,Wednesday,21,1
Pensacola,FL,Circle,2009-01-21,18:45:00,Wednesday,21,1
Monroeville,NJ,Other,2009-01-21,18:00:00,Wednesday,21,1
Hermitage,PA,Other,2009-01-21,03:30:00,Wednesday,21,1
Berkeley (Moraga),CA,Sphere,2009-01-21,00:00:00,Wednesday,21,1
Goodland,MO,Circle,2009-01-20,22:19:00,Tuesday,20,1
Spring Hill,KS,Light,2009-01-20,22:00:00,Tuesday,20,1
Victorville,CA,Rectangle,2009-01-20,20:20:00,Tuesday,20,1
Lake Geneva,WI,Light,2009-01-20,20:00:00,Tuesday,20,1
Wasilla,AK,Triangle,2009-01-20,19:15:00,Tuesday,20,1
San Francisco/Benicia,CA,Changing,2009-01-20,19:00:00,Tuesday,20,1
Lordsburg (east of),NM,Rectangle,2009-01-20,19:00:00,Tuesday,20,1
Marathon,FL,Circle,2009-01-20,05:00:00,Tuesday,20,1
Deer Park,NY,Disk,2009-01-20,02:26:00,Tuesday,20,1
Arp,TX,Light,2009-01-19,23:00:00,Monday,19,1
Chino HIlls,CA,Oval,2009-01-19,20:37:00,Monday,19,1
Redondo Beach,CA,Sphere,2009-01-19,20:00:00,Monday,19,1
Pleasant Gap,PA,Triangle,2009-01-19,19:38:00,Monday,19,1
Graham,WA,Circle,2009-01-19,19:30:00,Monday,19,1
Everett,WA,Circle,2009-01-19,19:00:00,Monday,19,1
Santa Barbara,CA,Fireball,2009-01-19,17:00:00,Monday,19,1
Providence,RI,Formation,2009-01-19,14:21:00,Monday,19,1
Playa del Rey,CA,Cigar,2009-01-19,10:30:00,Monday,19,1
Riverview,FL,Light,2009-01-19,02:40:00,Monday,19,1
Everett,WA,Sphere,2009-01-19,01:52:00,Monday,19,1
Canby,OR,Other,2009-01-19,00:00:00,Monday,19,1
Jacksonville Beach,FL,Cigar,2009-01-18,23:00:00,Sunday,18,1
Stanwood,WA,Disk,2009-01-18,21:00:00,Sunday,18,1
Fontana,CA,Formation,2009-01-18,20:55:00,Sunday,18,1
Sun Valley,CA,Triangle,2009-01-18,20:50:00,Sunday,18,1
Anaheim Hills,CA,Oval,2009-01-18,20:40:00,Sunday,18,1
Bay City,TX,Light,2009-01-18,20:00:00,Sunday,18,1
Buena Park,CA,Changing,2009-01-18,20:00:00,Sunday,18,1
Sacramento,CA,Flash,2009-01-18,19:45:00,Sunday,18,1
Phoenix,AZ,Circle,2009-01-18,19:05:00,Sunday,18,1
San Francisco,CA,Light,2009-01-18,19:00:00,Sunday,18,1
San Dimas,CA,Oval,2009-01-18,18:50:00,Sunday,18,1
Berkeley,CA,Disk,2009-01-18,18:45:00,Sunday,18,1
Fremont,CA,Fireball,2009-01-18,17:45:00,Sunday,18,1
Laguna Hills,CA,Fireball,2009-01-18,17:30:00,Sunday,18,1
Manhattan Beach,CA,Light,2009-01-18,17:30:00,Sunday,18,1
Irvine,CA,Fireball,2009-01-18,17:30:00,Sunday,18,1
San Diego,CA,Flash,2009-01-18,17:00:00,Sunday,18,1
Parrish,FL,Oval,2009-01-18,13:25:00,Sunday,18,1
Newbury Park,CA,Triangle,2009-01-18,11:00:00,Sunday,18,1
Bremerton,WA,Changing,2009-01-18,09:14:00,Sunday,18,1
Los Angeles,CA,Disk,2009-01-18,07:30:00,Sunday,18,1
Pittsford,VT,Oval,2009-01-18,06:35:00,Sunday,18,1
Phoenix,AZ,Circle,2009-01-18,06:34:00,Sunday,18,1
Springfield,MO,Formation,2009-01-18,05:15:00,Sunday,18,1
San Leandro,CA,Rectangle,2009-01-18,03:32:00,Sunday,18,1
Canton,TX,Other,2009-01-18,00:50:00,Sunday,18,1
Canton,TX,Other,2009-01-18,00:50:00,Sunday,18,1
San Diego,CA,Flash,2009-01-17,21:00:00,Saturday,17,1
Denville/Parsippany,NJ,Disk,2009-01-17,20:30:00,Saturday,17,1
Orlando,FL,Light,2009-01-17,20:05:00,Saturday,17,1
Houston,TX,Changing,2009-01-17,20:00:00,Saturday,17,1
Phoenix,AZ,Fireball,2009-01-17,15:32:00,Saturday,17,1
Loveland,OH,Triangle,2009-01-17,06:25:00,Saturday,17,1
Moraga,CA,Light,2009-01-17,04:30:00,Saturday,17,1
Ukiah,CA,Disk,2009-01-17,02:00:00,Saturday,17,1
San Diego,CA,Light,2009-01-16,23:25:00,Friday,16,1
Rensselaer,NY,Triangle,2009-01-16,22:00:00,Friday,16,1
Gladwin,MI,Sphere,2009-01-16,20:45:00,Friday,16,1
Anaheim,CA,Disk,2009-01-16,20:30:00,Friday,16,1
brunswick,GA,Triangle,2009-01-16,20:00:00,Friday,16,1
Atlanta,GA,Light,2009-01-16,19:30:00,Friday,16,1
Fullerton/Anaheim,CA,Circle,2009-01-16,19:00:00,Friday,16,1
Buffalo,MN,Light,2009-01-16,18:30:00,Friday,16,1
San Francisco,CA,Light,2009-01-16,18:30:00,Friday,16,1
Albuquerque,NM,Other,2009-01-16,18:30:00,Friday,16,1
Clarkston,WA,Light,2009-01-16,18:30:00,Friday,16,1
Yuma,AZ,Light,2009-01-16,18:25:00,Friday,16,1
Tucson,AZ,Light,2009-01-16,16:10:00,Friday,16,1
Port St. Lucie,FL,Changing,2009-01-16,09:00:00,Friday,16,1
Bakersfield,CA,Formation,2009-01-16,08:00:00,Friday,16,1
Powdersville,SC,Cigar,2009-01-16,07:40:00,Friday,16,1
Reston,VA,Light,2009-01-16,00:00:00,Friday,16,1
Spring Valley,CA,Light,2009-01-16,00:00:00,Friday,16,1
Danville,GA,Fireball,2009-01-15,21:00:00,Thursday,15,1
Commack,NY,Light,2009-01-15,21:00:00,Thursday,15,1
Olathe / Lenexa / Lawrence,KS,Light,2009-01-15,20:00:00,Thursday,15,1
New Paltz,NY,Light,2009-01-15,20:00:00,Thursday,15,1
Holden,ME,Rectangle,2009-01-15,19:00:00,Thursday,15,1
Birmingham,AL,Light,2009-01-15,18:15:00,Thursday,15,1
Houston,TX,Other,2009-01-15,18:10:00,Thursday,15,1
Orange County/San Bernardino,CA,Disk,2009-01-15,16:30:00,Thursday,15,1
Jacksonville,NC,Circle,2009-01-15,15:00:00,Thursday,15,1
Queen Creek,AZ,Circle,2009-01-15,14:04:00,Thursday,15,1
Plainfield,IL,Circle,2009-01-15,09:00:00,Thursday,15,1
Tarboro,NC,Sphere,2009-01-15,04:00:00,Thursday,15,1
Florissant,MO,Changing,2009-01-15,01:00:00,Thursday,15,1
Rockville,MD,Sphere,2009-01-15,00:05:00,Thursday,15,1
Louisville,KY,Disk,2009-01-15,00:00:00,Thursday,15,1
Grand Blanc,MI,Light,2009-01-14,23:15:00,Wednesday,14,1
Prospect,PA,Light,2009-01-14,23:00:00,Wednesday,14,1
Perry,IA,Sphere,2009-01-14,21:25:00,Wednesday,14,1
Hammonton,NJ,Other,2009-01-14,21:25:00,Wednesday,14,1
Leesburg,GA,Light,2009-01-14,21:15:00,Wednesday,14,1
Long Beach,CA,Circle,2009-01-14,21:00:00,Wednesday,14,1
Pinehurst,NC,Fireball,2009-01-14,20:25:00,Wednesday,14,1
Battle Mountain (south of; on Hwy. 95),NV,Oval,2009-01-14,20:00:00,Wednesday,14,1
Grass Valley,CA,Triangle,2009-01-14,20:00:00,Wednesday,14,1
Chandler,AZ,Circle,2009-01-14,19:33:00,Wednesday,14,1
Portland,OR,Light,2009-01-14,19:30:00,Wednesday,14,1
Eatonville,WA,Light,2009-01-14,19:00:00,Wednesday,14,1
West Chester,PA,Other,2009-01-14,18:35:00,Wednesday,14,1
Argyle,TX,Disk,2009-01-14,01:08:00,Wednesday,14,1
Winder,GA,Cigar,2009-01-14,00:00:00,Wednesday,14,1
Little Neck Bay,NY,Changing,2009-01-13,23:09:00,Tuesday,13,1
Long Beach,CA,Triangle,2009-01-13,21:30:00,Tuesday,13,1
Gable,SC,Light,2009-01-13,21:00:00,Tuesday,13,1
Brunswick,GA,Circle,2009-01-13,20:25:00,Tuesday,13,1
Gettysburg,PA,Triangle,2009-01-13,19:45:00,Tuesday,13,1
Laguna Niguel,CA,Circle,2009-01-13,19:13:00,Tuesday,13,1
Peru,IN,Light,2009-01-13,19:12:00,Tuesday,13,1
Bluffton,SC,Triangle,2009-01-13,18:30:00,Tuesday,13,1
Montebello,CA,Fireball,2009-01-13,18:00:00,Tuesday,13,1
Electra,TX,Oval,2009-01-13,16:28:00,Tuesday,13,1
Plano,IL,Changing,2009-01-13,16:25:00,Tuesday,13,1
Metairie,LA,Oval,2009-01-13,16:15:00,Tuesday,13,1
San Francisco,CA,Sphere,2009-01-13,11:15:00,Tuesday,13,1
New York City (Manhattan),NY,Other,2009-01-13,04:20:00,Tuesday,13,1
Lock Haven,PA,Sphere,2009-01-13,03:00:00,Tuesday,13,1
Kendall,FL,Light,2009-01-13,01:45:00,Tuesday,13,1
Kendall,FL,Light,2009-01-13,01:20:00,Tuesday,13,1
Monroe,LA,Triangle,2009-01-12,21:05:00,Monday,12,1
Arlee,MT,Flash,2009-01-12,20:30:00,Monday,12,1
Wentzville,MO,Triangle,2009-01-12,20:30:00,Monday,12,1
Bethlehem,PA,Circle,2009-01-12,20:05:00,Monday,12,1
Lexington,KY,Other,2009-01-12,18:30:00,Monday,12,1
Bridgeville,CA,Light,2009-01-12,18:30:00,Monday,12,1
Arden,NC,Light,2009-01-12,10:00:00,Monday,12,1
San Pablo,CA,Formation,2009-01-12,08:30:00,Monday,12,1
Miramar,FL,Light,2009-01-12,06:23:00,Monday,12,1
Anderson,SC,Light,2009-01-12,03:27:00,Monday,12,1
Houston,TX,Circle,2009-01-11,21:30:00,Sunday,11,1
Haiku,HI,Light,2009-01-11,20:45:00,Sunday,11,1
Christmas Valley,OR,Light,2009-01-11,20:30:00,Sunday,11,1
Naples,FL,Other,2009-01-11,19:30:00,Sunday,11,1
Dover,DE,Circle,2009-01-11,10:10:00,Sunday,11,1
San Francisco,CA,Fireball,2009-01-11,00:02:00,Sunday,11,1
Santa Ana,CA,Oval,2009-01-11,00:00:00,Sunday,11,1
Sacramento,CA,Other,2009-01-11,00:00:00,Sunday,11,1
Miami,FL,Formation,2009-01-10,21:10:00,Saturday,10,1
Reseda/Studio City,CA,Disk,2009-01-10,20:00:00,Saturday,10,1
Ray City,GA,Light,2009-01-10,19:30:00,Saturday,10,1
Williston (seen from; to NE),VT,Circle,2009-01-10,19:30:00,Saturday,10,1
Marysville,WA,Light,2009-01-10,18:30:00,Saturday,10,1
Bountiful,UT,Light,2009-01-10,18:10:00,Saturday,10,1
Folsom,LA,Light,2009-01-10,17:30:00,Saturday,10,1
San Antonio,TX,Disk,2009-01-10,17:00:00,Saturday,10,1
Cocoa,FL,Oval,2009-01-10,16:30:00,Saturday,10,1
Cocoa,FL,Oval,2009-01-10,16:30:00,Saturday,10,1
Rancho Cucamonga,CA,Light,2009-01-10,10:19:00,Saturday,10,1
Middletown,OH,Triangle,2009-01-10,02:05:00,Saturday,10,1
Snyder,TX,Light,2009-01-10,00:30:00,Saturday,10,1
Winter Springs,FL,Other,2009-01-10,00:00:00,Saturday,10,1
Glendale,AZ,Light,2009-01-09,22:00:00,Friday,9,1
Portland,OR,Light,2009-01-09,21:30:00,Friday,9,1
Johnston,RI,Oval,2009-01-09,21:00:00,Friday,9,1
Ball Ground,GA,Circle,2009-01-09,19:00:00,Friday,9,1
Alexander,AR,Flash,2009-01-09,18:33:00,Friday,9,1
Philadelphia,PA,Other,2009-01-09,18:19:00,Friday,9,1
Southaven,MS,Formation,2009-01-09,17:45:00,Friday,9,1
Palm Beach,FL,Light,2009-01-09,09:15:00,Friday,9,1
Huntsville,AL,Other,2009-01-09,09:00:00,Friday,9,1
Los Angeles,CA,Light,2009-01-09,04:50:00,Friday,9,1
Lincolnton,NC,Light,2009-01-08,20:10:00,Thursday,8,1
Gaston,SC,Sphere,2009-01-08,18:30:00,Thursday,8,1
Lake Waccamaw,NC,Disk,2009-01-08,18:30:00,Thursday,8,1
Brentwood,MO,Rectangle,2009-01-08,18:09:00,Thursday,8,1
Oshkosh,WI,Light,2009-01-08,17:00:00,Thursday,8,1
Rancho Cucamonga,CA,Light,2009-01-08,09:30:00,Thursday,8,1
Matagorda,TX,Other,2009-01-08,05:30:00,Thursday,8,1
Collinsville,MS,Light,2009-01-07,20:23:00,Wednesday,7,1
Snellville,GA,Triangle,2009-01-07,20:00:00,Wednesday,7,1
Fillmore,CA,Light,2009-01-07,19:50:00,Wednesday,7,1
Dunnellon,FL,Light,2009-01-07,19:00:00,Wednesday,7,1
Effingham,SC,Oval,2009-01-07,18:45:00,Wednesday,7,1
Los Angeles,CA,Other,2009-01-07,17:00:00,Wednesday,7,1
Rancho Cucamonga,CA,Light,2009-01-07,10:15:00,Wednesday,7,1
Hooks,TX,Light,2009-01-07,05:30:00,Wednesday,7,1
Amarillo,TX,Triangle,2009-01-06,20:00:00,Tuesday,6,1
Palmdale,CA,Light,2009-01-06,19:45:00,Tuesday,6,1
Rancho Cucamonga,CA,Light,2009-01-06,10:15:00,Tuesday,6,1
Nipomo,CA,Other,2009-01-06,08:35:00,Tuesday,6,1
Madison Heights,VA,Light,2009-01-06,06:34:00,Tuesday,6,1
Cocoa Beach,FL,Other,2009-01-06,01:00:00,Tuesday,6,1
Adams,WI,Triangle,2009-01-05,21:00:00,Monday,5,1
Morris Plains,NJ,Circle,2009-01-05,20:35:00,Monday,5,1
Whippany,NJ,Formation,2009-01-05,20:34:00,Monday,5,1
Hartsville,SC,Light,2009-01-05,18:50:00,Monday,5,1
Tinley Park,IL,Light,2009-01-05,18:00:00,Monday,5,1
Port Orchard,WA,Flash,2009-01-05,02:00:00,Monday,5,1
Norwalk,CA,Sphere,2009-01-05,00:52:00,Monday,5,1
Manto,NC,Light,2009-01-04,22:00:00,Sunday,4,1
Randolph,NJ,Triangle,2009-01-04,20:45:00,Sunday,4,1
Bullhead City,AZ,Sphere,2009-01-04,20:40:00,Sunday,4,1
